vehicle_year_name,vehicle_style,site_rating,vehicle_price,vehicle_mileage,vehicle_location,vehicle_ext_color,vehicle_int_color,vehicle_accident_count,vehicle_title_type,vehicle_mpg,vehicle_transmission,vehicle_fuel_type,vehicle_options_level,vehicle_engine,vehicle_drive_type,vehicle_usage_type
2011 Honda Pilot,Touring with Navigation/Rear Entertainment System 4WD,Excellent Price,"$10,393 ","145,139","Oklahoma City, OK",Crystal Black Pearl,Black,1 reported accidents,Clean,16 cty / 22 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,4WD,Personal or Rental Use
2010 Dodge Nitro,SE RWD *Ltd Avail*,Excellent Price,"$7,090 ","118,480","OKLAHOMA CITY, OK",Stone White,Dark Slate Gray,1 reported accidents,Clean,16 cty / 22 hwy,Automatic,Gas,Standard,3.7L V-6 Gas,RWD,Fleet or Mixed Use
2014 Dodge Durango,SXT RWD,Excellent Price,"$12,476 ","135,907","Oklahoma City, OK",Brilliant Black Crystal Pearlcoat,Black,0 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Fully Loaded,3.6L V-6 Gas,RWD,Personal or Rental Use
2015 Honda Pilot,EX-L FWD,Great Price,"$11,858 ","169,268","Oklahoma City, OK",Modern Steel Metallic,Gray,0 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Mazda CX-5,Grand Touring AWD,Excellent Price,"$17,990 ","99,072","Oklahoma City, OK",Soul Red Crystal Metallic,Black,0 reported accidents,Clean,23 cty / 29 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,AWD,Personal or Rental Use
2010 Lincoln MKT,EcoBoost 3.5L AWD,Excellent Price,"$9,490 ","117,011","Oklahoma City, OK",White Platinum Metallic Tri-Coat,Light Stone,0 reported accidents,Clean,16 cty / 22 hwy,Automatic,Gas,Standard,3.5L V-6 Gas Turbocharged,AWD,Personal or Rental Use
2017 Dodge Journey,Crossroad Plus AWD,Excellent Price,"$17,300 ","35,862","Oklahoma City, OK",Vice White,Black,0 reported accidents,Clean,16 cty / 24 hwy,Automatic,Gas,Fully Loaded,3.6L V-6 Gas,AWD,Personal or Rental Use
2019 Nissan Rogue,SV AWD,Excellent Price,"$16,995 ","36,441","Oklahoma City, OK",Gun Metallic,Charcoal,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,AWD,Personal or Rental Use
2017 Ford Explorer,XLT FWD,Excellent Price,"$23,586 ","41,102","Oklahoma City, OK",Ingot Silver Metallic,Ebony Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2013 Nissan JUKE,SL FWD CVT,Excellent Price,"$8,000 ","121,875","Oklahoma City, OK",Cayenne Red,Black/Red,1 reported accidents,Clean,27 cty / 32 hwy,Automatic,Gas,Well Equipped,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2009 INFINITI FX,FX35 RWD,Excellent Price,"$8,900 ","143,847","Oklahoma City, OK",Midnight Mocha,Java,0 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,NA,3.5L V-6 Gas,RWD,Personal or Rental Use
2013 MINI Countryman,S FWD,Excellent Price,"$10,165 ","93,929","Edmond, OK",Light White,Unknown,0 reported accidents,Clean,26 cty / 32 hwy,Manual,Gas,Standard,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2012 Chevrolet Traverse,LS FWD,Excellent Price,"$7,500 ","120,327","Bethany, OK",Dark Blue Metallic,Dk Gray/Lt Gray,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2013 BMW X5,xDrive35i Sport Activity AWD,Excellent Price,"$16,990 ","95,412","Oklahoma City, OK",White,Black,0 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,Standard,3.0L Inline-6 Gas Turbocharged,AWD,Personal or Rental Use
2017 Dodge Journey,Crossroad Plus FWD,Excellent Price,"$14,998 ","58,547","Del City, OK",Billet Clearcoat,Black,1 reported accidents,Clean,19 cty / 25 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2014 Jeep Grand Cherokee,Laredo 4WD,Excellent Price,"$17,590 ","33,736","Oklahoma City, OK",Bright White Clearcoat,Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,4WD,Personal or Rental Use
2019 Jeep Compass,Trailhawk 4WD,Great Price,"$20,597 ","21,774","Midwest City, OK",Redline Pearlcoat,Ruby Red/Black,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,4WD,Personal or Rental Use
2019 Dodge Journey,GT AWD,Great Price,"$18,400 ","32,795","Oklahoma City, OK",Pitch Black Clearcoat,Black/Red,0 reported accidents,Clean,16 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,AWD,Personal or Rental Use
2015 INFINITI QX60,3.5 AWD,Excellent Price,"$14,995 ","113,226","Oklahoma City, OK",Liquid Platinum,Graphite,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2014 Nissan JUKE,S FWD CVT,Great Price,"$8,333 ","97,968","Oklahoma City, OK",Sapphire Black,Black,0 reported accidents,Clean,27 cty / 32 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2015 Nissan Pathfinder,SL 4WD,Great Price,"$15,995 ","72,726","Del City, OK",Pearl White,Charcoal,1 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,4WD,Fleet or Mixed Use
2016 BMW X5,xDrive50i AWD,Excellent Price,"$19,988 ","163,281","Norman, OK",Jet Black,Unknown,0 reported accidents,Clean,15 cty / 21 hwy,Automatic,Gas,Standard,4.4L V-8 Gas Turbocharged,AWD,Personal or Rental Use
2018 Honda CR-V,EX-L AWD,Great Price,"$25,850 ","29,118","Oklahoma City, OK",White,Unknown,0 reported accidents,Clean,27 cty / 33 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2014 Toyota 4Runner,SR5 V6 RWD,Excellent Price,"$23,990 ","99,318","Oklahoma City, OK",Silver,Black,0 reported accidents,Clean,17 cty / 22 hwy,Automatic,Gas,Standard,4.0L V-6 Gas,RWD,Personal or Rental Use
2019 Nissan Pathfinder,SL 4WD,Excellent Price,"$24,295 ","40,551","Oklahoma City, OK",Gun Metallic,Charcoal,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,4WD,Personal or Rental Use
2019 Jeep Cherokee,Latitude FWD,Excellent Price,"$14,995 ","42,641","Oklahoma City, OK",Diamond Black Crystal Pearlcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2015 Honda Pilot,Touring with Navigation/Rear Entertainment System 4WD,Excellent Price,"$14,983 ","124,177","Oklahoma City, OK",Crystal Black Pearl,Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,NA,3.5L V-6 Gas,4WD,Personal or Rental Use
2017 Ford Escape,Titanium FWD,Excellent Price,"$15,425 ","64,852","Del City, OK",Shadow Black,Charcoal Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Minimal Options,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2011 Honda Pilot,EX-L FWD,Great Price,"$8,995 ","180,342","Bethany, OK",Taffeta White,Gray,0 reported accidents,Clean,17 cty / 23 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Fleet or Mixed Use
2018 Chevrolet Traverse,LT Leather with 3LT FWD,Excellent Price,"$22,860 ","93,017","Oklahoma City, OK",Iridescent Pearl Tricoat,Jet Black/Dark Galvanized,0 reported accidents,Clean,18 cty / 27 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2015 Ford Escape,Titanium FWD,Excellent Price,"$13,795 ","62,495","Oklahoma City, OK",Ruby Red Metallic Tinted Clearcoat,Medium Light Stone,0 reported accidents,Clean,23 cty / 32 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2014 Ford Explorer,Limited FWD,Excellent Price,"$12,988 ","130,929","Norman, OK",Tuxedo Black Metallic,Medium Light Stone,1 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2014 Ford Edge,Limited FWD,Excellent Price,"$12,995 ","92,913","Oklahoma City, OK",Ingot Silver Metallic,Gray,0 reported accidents,Theft Recovered,19 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Fleet or Mixed Use
2011 Chevrolet Tahoe,LTZ RWD,Excellent Price,"$15,600 ","139,356","Oklahoma City, OK",White Diamond Tricoat,Ebony,0 reported accidents,Clean,15 cty / 21 hwy,Automatic,Gas,Well Equipped,5.3L V-8 Gas,RWD,Personal or Rental Use
2012 Subaru Forester,2.5X Premium Manual,Great Price,"$8,700 ","118,400","Oklahoma City, OK",Sage Green Metallic,Platinum,0 reported accidents,Clean,21 cty / 27 hwy,Manual,Gas,Standard,2.5L Flat-4 Gas,AWD,Personal or Rental Use
2014 Hyundai Santa Fe Sport,2.0T FWD,Great Price,"$10,890 ","125,090","Del City, OK",Frost White Pearl,Beige,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2013 Land Rover Range Rover Sport,SC,Excellent Price,"$21,491 ","86,240","YUKON, OK",Nara Bronze,Arabica,0 reported accidents,Clean,12 cty / 17 hwy,Automatic,Gas,Standard,5.0L V-8 Gas Supercharged,4WD,Personal or Rental Use
2013 Ford Edge,SE FWD,Excellent Price,"$5,840 ","178,369","Midwest City, OK",Deep Impact Blue Metallic,Charcoal Black,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Fleet or Mixed Use
2017 Jeep Compass,2017.5 Limited 4WD,Excellent Price,"$20,500 ","34,426","Del City, OK",Diamond Black Crystal Pearlcoat,Black,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Well Equipped,2.4L Inline-4 Gas,4WD,Personal or Rental Use
2019 Dodge Journey,GT AWD,Great Price,"$18,587 ","31,526","Midwest City, OK",Vice White,Black/Red,1 reported accidents,Clean,16 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,AWD,Fleet or Mixed Use
2017 Nissan Murano,SV AWD,Excellent Price,"$20,590 ","36,281","Oklahoma City, OK",Cayenne Red Metallic,Graphite,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,AWD,Fleet or Mixed Use
2017 Toyota Highlander,Limited V6 AWD,Excellent Price,"$29,708 ","48,740","Oklahoma City, OK",Burgundy,Unknown,0 reported accidents,Clean,20 cty / 26 hwy,Automatic,Gas,NA,3.5L V-6 Gas,AWD,Personal or Rental Use
2019 Mitsubishi Eclipse Cross,ES FWD,Excellent Price,"$14,990 ","29,635","Oklahoma City, OK",Gray,Black,0 reported accidents,Clean,26 cty / 29 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2012 Jeep Liberty,Limited Jet 4WD,Excellent Price,"$8,995 ","109,697","Bethany, OK",Brilliant Black Crystal Pearl,Dark Slate Gray Interior,0 reported accidents,Clean,15 cty / 21 hwy,Automatic,Gas,Minimal Options,3.7L V-6 Gas,4WD,Personal or Rental Use
2019 Dodge Journey,SE FWD,Great Price,"$17,999 ","13,297","Del City, OK",Granite Pearlcoat,Black,0 reported accidents,Clean,19 cty / 25 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Dodge Journey,GT AWD,Excellent Price,"$16,950 ","30,631","Irving, TX",Pitch Black Clearcoat,Black/Red,0 reported accidents,Clean,16 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,AWD,Personal or Rental Use
2019 Chevrolet Equinox,LT with 1LT FWD,Excellent Price,"$17,291 ","33,283","Oklahoma City, OK",Storm Blue Metallic,Jet Black,0 reported accidents,Clean,26 cty / 32 hwy,Automatic,Gas,Fully Loaded,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 BMW X5,sDrive35i RWD,Excellent Price,"$22,990 ","70,827","Oklahoma City, OK",Glacier Silver Metallic,Canberra Beige,0 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Standard,3.0L Inline-6 Gas Turbocharged,RWD,Personal or Rental Use
2012 Jeep Liberty,Limited Jet RWD,Excellent Price,"$8,995 ","122,945","Bethany, OK",Deep Cherry Red Crystal Pearl,Dark Slate Gray Interior,0 reported accidents,Clean,16 cty / 22 hwy,Automatic,Gas,Fully Loaded,3.7L V-6 Gas,RWD,Personal or Rental Use
2019 INFINITI QX30,LUXE FWD,Excellent Price,"$20,600 ","30,297","Yukon, OK",Blade Silver,Graphite,0 reported accidents,Clean,24 cty / 33 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2013 Ford Expedition,XLT RWD,Excellent Price,"$11,995 ","133,690","Bethany, OK",Black,Tan,0 reported accidents,Clean,14 cty / 20 hwy,Automatic,Gas,Standard,5.4L V-8 Gas,RWD,Fleet or Mixed Use
2019 Lexus NX,NX 300 FWD,Excellent Price,"$29,990 ","26,610","Oklahoma City, OK",Silver,Dk. Red,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2019 Ford Escape,SE FWD,Great Price,"$17,900 ","9,998","Oklahoma City, OK",Gray,Medium Light Stone,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2014 Honda CR-V,EX-L FWD,Excellent Price,"$15,590 ","81,391","Oklahoma City, OK",Gray,Gray,0 reported accidents,Clean,23 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Rogue Sport,S AWD,Excellent Price,"$16,590 ","30,548","Oklahoma City, OK",Magnetic Black Pearl,Charcoal,0 reported accidents,Clean,24 cty / 30 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,AWD,Fleet or Mixed Use
2013 Honda CR-V,EX FWD,Excellent Price,"$12,391 ","88,470","Norman, OK",Urban Titanium Metallic,Gray,0 reported accidents,Clean,23 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 Dodge Journey,SE FWD,Excellent Price,"$14,000 ","52,183","Oklahoma City, OK",Granite Pearlcoat,Black,0 reported accidents,Clean,19 cty / 25 hwy,Automatic,Gas,Fully Loaded,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2012 Chevrolet Equinox,LS FWD,Excellent Price,"$5,326 ","172,055","Norman, OK",Summit White,Light Titanium/Jet Black,0 reported accidents,Clean,22 cty / 32 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Jeep Grand Cherokee,Overland 4WD,Excellent Price,"$26,649 ","79,672","Oklahoma City, OK",Ivory 3-Coat,Light Frost/Brown,0 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,4WD,Personal or Rental Use
2018 Nissan Rogue,SV FWD,Great Price,"$14,995 ","58,156","Bethany, OK",Magnetic Black,Charcoal,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Fleet or Mixed Use
2014 Acura MDX,FWD with Technology Package,Excellent Price,"$17,900 ","101,401","Oklahoma City, OK",Fathom Blue Pearl,Eucalyptus,1 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2014 Cadillac SRX,FWD 4dr Performance Collection,Excellent Price,"$16,491 ","66,603","Oklahoma City, OK",Crystal Red Tintcoat,Light Titanium W/Ebony Accents,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,FWD,Personal or Rental Use
2014 Honda CR-V,EX-L FWD,Great Price,"$10,880 ","172,633","Oklahoma City, OK",Mountain Air Metallic,Unknown,0 reported accidents,Clean,23 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2014 Ford Explorer,XLT FWD,Excellent Price,"$13,406 ","109,255","Norman, OK",White Platinum Metallic Tri-Coat,Charcoal Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,2.0L V-4 Gas Turbocharged,FWD,Personal or Rental Use
2015 BMW X1,xDrive28i AWD,Great Price,"$12,900 ","99,602","Oklahoma City, OK",Alpine White,Beige,1 reported accidents,Clean,22 cty / 32 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2014 Honda CR-V,EX-L AWD,Excellent Price,"$14,990 ","91,888","Oklahoma City, OK",Blue,Beige,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,AWD,Personal or Rental Use
2017 Nissan Pathfinder,SV FWD,Excellent Price,"$18,590 ","30,487","Oklahoma City, OK",Brilliant Silver Metallic,Charcoal,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Nissan Rogue,SL FWD,Excellent Price,"$18,882 ","21,077","Oklahoma City, OK",Brilliant Silver,Charcoal,1 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Well Equipped,2.5L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Toyota Highlander,LE V6 FWD,Excellent Price,"$25,990 ","30,131","Oklahoma City, OK",Silver,Black,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Fleet or Mixed Use
2017 Lexus NX,NX Turbo F Sport FWD,Excellent Price,"$26,590 ","25,746","Oklahoma City, OK",White,Black,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2018 Honda CR-V,EX AWD,Great Price,"$24,685 ","15,689","Oklahoma City, OK",White Diamond Pearl,Black,0 reported accidents,Clean,27 cty / 33 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2017 Ford Explorer,XLT FWD,Great Price,"$22,494 ","63,914","Oklahoma City, OK",Shadow Black,Ebony Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,FWD,Personal or Rental Use
2012 Land Rover Range Rover,HSE,Excellent Price,"$19,990 ","90,155","Oklahoma City, OK",Santorini Black Metallic,Lt. Brown,0 reported accidents,Clean,12 cty / 18 hwy,Automatic,Gas,Standard,5.0L V-8 Gas,4WD,Personal or Rental Use
2017 INFINITI QX60,3.5 FWD,Great Price,"$27,233 ","26,228","Oklahoma City, OK",Graphite Shadow,Graphite,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Well Equipped,3.5L V-6 Gas,FWD,Personal or Rental Use
2018 Lexus NX,NX 300 F Sport FWD,Excellent Price,"$29,990 ","12,913","Oklahoma City, OK",Black,Black,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Nissan Rogue,S FWD,Excellent Price,"$15,590 ","30,714","Oklahoma City, OK",Caspian Blue,Charcoal,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Fleet or Mixed Use
2010 Toyota RAV4,Limited I4 FWD,Great Price,"$11,995 ","73,920","Oklahoma City, OK",Classic Silver Metallic,Gray,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2013 Jeep Wrangler,Unlimited Sahara,Great Price,"$24,000 ","94,257","Oklahoma City, OK",Rock Lobster,Black Interior,0 reported accidents,Clean,16 cty / 21 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,4WD,Personal or Rental Use
2014 Subaru Outback,2.5i Premium Auto,Great Price,"$10,555 ","129,970","Oklahoma City, OK",Satin White Pearl,Ivory,0 reported accidents,Clean,24 cty / 30 hwy,Automatic,Gas,Minimal Options,2.5L Flat-4 Gas,AWD,Fleet or Mixed Use
2016 BMW X3,xDrive28i AWD,Excellent Price,"$21,500 ","48,217","Edmond, OK",Space Gray Metallic,Black,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2017 Nissan Pathfinder,SV FWD,Excellent Price,"$19,480 ","28,661","Yukon, OK",Brilliant Silver Metallic,Charcoal,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Fleet or Mixed Use
2015 Ford Escape,SE 4WD,Excellent Price,"$10,000 ","99,754","Oklahoma City, OK",Ingot Silver,Medium Light Stone,0 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,4WD,Fleet or Mixed Use
2017 Lincoln MKX,Select FWD,Excellent Price,"$24,766 ","30,809","Oklahoma City, OK",Luxe Metallic,Ebony,0 reported accidents,Clean,17 cty / 25 hwy,Automatic,Gas,Standard,3.7L V-6 Gas,FWD,Personal or Rental Use
2016 Ford Escape,SE FWD,Great Price,"$15,500 ","23,099","Oklahoma City, OK",Ruby Red Metallic Tinted Clearcoat,Medium Light Stone,0 reported accidents,Clean,23 cty / 32 hwy,Automatic,Gas,Fully Loaded,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Chevrolet Equinox,LT with 1LT FWD,Excellent Price,"$17,494 ","24,361","Oklahoma City, OK",Storm Blue Metallic,Medium Ash Gray,0 reported accidents,Clean,26 cty / 32 hwy,Automatic,Gas,Well Equipped,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 Lincoln MKX,Reserve FWD,Great Price,"$18,640 ","91,940","Oklahoma City, OK",White Platinum Metallic Tri-Coat,Cappuccino,0 reported accidents,Clean,17 cty / 26 hwy,Automatic,Gas,Standard,2.7L V-6 Gas Turbocharged,FWD,Personal or Rental Use
2019 Dodge Journey,GT AWD,Excellent Price,"$20,573 ","20,666","Texarkana, TX",Billet Clearcoat,Black/Red,0 reported accidents,Clean,16 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,AWD,Personal or Rental Use
2016 Dodge Journey,SE FWD,Excellent Price,"$7,999 ","125,276","Midwest City, OK",Redline 2 Coat Pearl,Black,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Well Equipped,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2014 Ford Escape,Titanium FWD,Excellent Price,"$10,030 ","118,106","Oklahoma City, OK",White Platinum Tricoat,Charcoal Black,0 reported accidents,Clean,23 cty / 32 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2012 Toyota Highlander,V6 4WD,Excellent Price,"$16,990 ","70,496","Oklahoma City, OK",Blue,Gray,0 reported accidents,Clean,17 cty / 22 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,4WD,Personal or Rental Use
2017 Honda HR-V,EX-L Navi AWD CVT,Excellent Price,"$17,297 ","70,759","Oklahoma City, OK",White Orchid Pearl,Gray,0 reported accidents,Clean,27 cty / 31 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,AWD,Personal or Rental Use
2009 Subaru Outback,2.5i Limited Auto,Excellent Price,"$5,988 ","177,714","Oklahoma City, OK",Gold,Tan,0 reported accidents,Clean,20 cty / 26 hwy,Automatic,Gas,NA,2.5L Flat-4 Gas,AWD,Fleet or Mixed Use
2017 Hyundai Tucson,Limited AWD,Excellent Price,"$18,990 ","41,671","Oklahoma City, OK",Ash Black,Beige,0 reported accidents,Clean,24 cty / 28 hwy,Automatic,Gas,Minimal Options,1.6L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2013 Subaru Forester,2.5XT Touring Auto,Excellent Price,"$13,577 ","90,525","Moore, OK",Obsidian Black Pearl,Black,1 reported accidents,Clean,19 cty / 24 hwy,Automatic,Gas,Standard,2.5L Flat-4 Gas Turbocharged,AWD,Personal or Rental Use
